"","Series","n","tsfeat.Frequency","tsfeat.Entropy","tsfeat.Trend","tsfeat.Season","tsfeat.ACF1","tsfeat.Lambda","tsfeat.Period","sMAPE.Naive2","sMAPE.ARIMA","sMAPE.ETS","sMAPE.ETSARIMA","sMAPE.Legaki","MASE.Naive2","MASE.ARIMA","MASE.ETS","MASE.ETSARIMA","MASE.Legaki"
"1","Q13194",25,4,0.788412011572801,0.935255763876422,0.451385510811049,-0.186259598003346,0.5,"4",0.042938796047905,0.042938796047905,0.0329428412934683,0.0379285599673314,0.0522701575406239,0.83991884253465,0.83991884253465,0.648518814671629,0.74421882860314,1.01625318954783
"2","Q13195",25,4,0.759860952008692,0.933139061447938,0.0797638774234384,-0.168391604779651,0,"4",0.0137654183618395,0.0188326539475178,0.0140515207856366,0.0164065344506328,0.0151892514226992,0.27984372638444,0.384257348770974,0.285719387638086,0.334174904654506,0.307046064656635
"3","Q13196",25,4,0.755928968981152,0.87813722796533,0,0.31412282127692,1,"4",0.0477871192094748,0.0477871192094748,0.047785568599297,0.0477863439040924,0.0677779929834516,0.936202449873967,0.936202449873967,0.936172970928853,0.936187710401411,1.31177892549901
"4","Q13197",25,4,0.722551625944204,0.959166155425824,0.164344383181501,-0.261012508763104,0,"4",0.0260016863821442,0.0260016863821442,0.0249078323986732,0.0254550662864514,0.0295452368073745,0.416218234909691,0.416218234909691,0.39836715316005,0.40729269403487,0.471743980957014
"5","Q13198",25,4,0.70489447130724,0.966726866962879,0,0.0543120352660139,0,"4",0.0187260761319364,0.0361130970864628,0.0187259371084697,0.0262149333242423,0.0234262949132214,0.268997117545514,0.525022775632994,0.268995101429169,0.378424301656753,0.334054078612741
"6","Q13199",25,4,0.816051729046939,0.726586268722915,0,0.207362011005575,0,"4",0.0163712341593568,0.0163712341593568,0.0153341359191416,0.0157841912092203,0.0184757195952266,0.405448523350202,0.405448523350202,0.379650293296058,0.390832174927591,0.456608196201288
"7","Q13200",25,4,0.776683587638428,0.875050964514328,0.0332074237245802,0.0752920942012561,0,"4",0.0132452884423833,0.0132452884423833,0.0129294537797164,0.0129329173301546,0.0217088117127688,0.237743681059073,0.237743681059073,0.232075615762638,0.232137724272663,0.388257450202498
"8","Q13201",25,4,0.794769983205799,0.864461264739328,0,-0.100093681331514,0,"4",0.0232522624886169,0.0226565444655171,0.0233885458303372,0.0230224131634326,0.0318888309641019,0.665272549147715,0.648484344516439,0.669110635401805,0.658797489959122,0.906276792576962
"9","Q13202",25,4,0.770663072428505,0.92179191588136,0.174584354691851,-0.00611351651278436,0,"4",0.0263395672047006,0.0216715381756412,0.0262920940189941,0.023949934482626,0.0339075274652354,0.648825513701962,0.534636393360494,0.647670492445086,0.590531712898746,0.831222795189672
"10","Q13203",25,4,0.785179688089951,0.901777399189466,0.241270610785159,-0.116028178062208,0,"4",0.0143899382164423,0.0143899382164423,0.0169996297057564,0.0150783327979342,0.0287486841674632,0.319931641421387,0.319931641421387,0.377695183997849,0.335215886647895,0.633934624290319
"11","Q13204",25,4,0.725870875584776,0.959792201903744,0.286039713623721,-0.0152983712727887,0.45,"4",0.0271149391954567,0.056520579281234,0.0273025688873377,0.0416003977527555,0.0457997190344484,0.721108519488393,1.46655611390189,0.725964380371611,1.09218093202944,1.19827844995424
"12","Q13205",25,4,0.772540601541227,0.936931816224291,0.293826759947205,-0.0672937207534566,0,"4",0.0210449327116997,0.0261936764633633,0.0205714787499599,0.0215502214545141,0.0225142888638109,0.500962822749523,0.623512050955776,0.489466680625593,0.512902998768889,0.535809600570205
"13","Q13206",25,4,0.709859043527023,0.975998960854692,0.319550439008039,-0.158478520863102,0,"4",0.0195416027022586,0.0168775212499949,0.0195429946171407,0.0182078483714926,0.036648612305175,0.306559505739059,0.26503935656524,0.306581198993774,0.28577159616464,0.568531947418005
"14","Q13207",25,4,0.755233012477913,0.919069329911192,0.0848834568422293,-0.197798045777715,0,"4",0.0453725291658693,0.0446656818701117,0.0468594759406996,0.0457619885264767,0.0660142439157108,1.10642951562852,1.08973058848719,1.14152049743673,1.11562554296196,1.58836035912557
"15","Q13208",25,4,0.753783319590013,0.926726668319319,0.141178278594841,-0.237617170236847,0,"4",0.0180205703245511,0.0180205703245511,0.0182781647331605,0.0181493355511274,0.0272283933250599,0.255690112308195,0.255690112308195,0.259330583328717,0.257510347818456,0.384027741315897
"16","Q13209",25,4,0.745709167438722,0.904479149965856,0,0.258870403410842,1,"4",0.0161116266481656,0.0161116266481656,0.0157750946155674,0.0159434190669532,0.0252064692289465,0.447843046978936,0.447843046978936,0.438476155756363,0.44315960136765,0.696140786592879
"17","Q13210",25,4,0.734411826194609,0.928407151242232,0,-0.253381470761242,1,"4",0.0248895641495002,0.0248895641495002,0.0251345936635205,0.0250120642646781,0.042464070424177,0.4587517144504,0.4587517144504,0.463178123703069,0.460964919076735,0.771671115747228
"18","Q13211",25,4,0.764750819480378,0.871281547538818,0,-0.0163374281727302,0,"4",0.0173410816206925,0.0193458234156657,0.0173409254331365,0.01834485838482,0.0177968935885911,0.454373548934764,0.507479995443752,0.454373548934764,0.480926772189257,0.466304830708455
"19","Q13212",25,4,0.801855600363276,0.854258102760677,0.0782620543297078,-0.341703735821324,0,"4",0.0269675079683496,0.0281309320928417,0.0273675849701535,0.0277489877590879,0.0384779481956086,0.48679524315306,0.507696838123102,0.493993198236881,0.500845018179991,0.690939311774268
"20","Q13213",25,4,0.733186621595317,0.933585530372635,0,-0.082204362223375,0.25,"4",0.0335715561449279,0.0335715561449279,0.0339211872041025,0.0337463517470201,0.0493936676385457,0.753452509005137,0.753452509005137,0.761090234407454,0.757271371706294,1.0952528513493
"21","Q13214",25,4,0.774568701794878,0.898829809547615,0.0498904060991138,-0.170606816837454,0,"4",0.031711296682482,0.031711296682482,0.0325709755366223,0.0321409571904771,0.0455113585171232,0.506524440428288,0.506524440428288,0.520028548492873,0.51327649446058,0.720503929856714
"22","Q13215",25,4,0.679046246269391,0.988162663677294,0.146702418074649,-0.0982976627059639,0,"4",0.0245591831607066,0.026622763231436,0.024559379768309,0.0255906844859297,0.0507248050408304,0.311468982188058,0.337360261231538,0.311471450770141,0.324415856000839,0.631389413401159
"23","Q13216",25,4,0.740899930462726,0.93742737006865,0,-0.103897475118708,0,"4",0.0147134652899022,0.0147134652899022,0.0146953043458489,0.0147043846577797,0.0248568631680952,0.268352142518195,0.268352142518195,0.268023403758062,0.268187773138129,0.449594193748409
"24","Q13217",25,4,0.744861979092379,0.901635820730728,0,0.0736212067384678,1,"4",0.0211733339902882,0.0211733339902882,0.0211731122032715,0.0211732368398823,0.0279692512525774,0.422461680461952,0.422461680461952,0.422461680461951,0.422461680461952,0.553867462286043
"25","Q13218",25,4,0.747325230999618,0.916263062844177,0,-0.108608200890537,0,"4",0.0223259502934602,0.0223259502934602,0.0226916101936858,0.0225087163936029,0.0317413544862795,0.385474884949095,0.385474884949095,0.391775148467304,0.3886250167082,0.545123341800911
"26","Q13219",25,4,0.78730348423662,0.917964892701447,0.227110167987996,-0.361112050413314,0,"4",0.0243186942578772,0.0243186942578772,0.0253038432584876,0.0248108072359571,0.0321615158831782,0.64297786705388,0.64297786705388,0.66863320168931,0.655805534371595,0.845253575562853
"27","Q13220",25,4,0.691816736606598,0.966739014963635,0,-0.105758285598719,0,"4",0.0268352521710006,0.0268352521710006,0.0270576097810059,0.026946407563177,0.0499673429847888,0.43064604595744,0.43064604595744,0.434148308777986,0.432397177367713,0.78708455612285
"28","Q13221",25,4,0.715600390002989,0.969034294831426,0.131987244075217,-0.196498476585688,0.1,"4",0.0271914293926041,0.0271914293926041,0.0267912951546598,0.0269913360623217,0.0496889172387325,0.406066287955187,0.406066287955187,0.400176517435095,0.403121402695141,0.731670666737469
"29","Q13222",25,4,0.777857441157475,0.904381440192898,0,-0.236920289484441,0,"4",0.018240530133712,0.021264533642247,0.0176942360577815,0.019228988111433,0.020117257707906,0.3629744604827,0.423910971015855,0.352035813200706,0.382829732441319,0.398820180179573
"30","Q13223",125,4,0.623997676891353,0.970932192583928,0.187701303695054,-0.0950654783022288,1,"4",0.0339384470463325,0.0427141215682481,0.033372834698966,0.0380263234613133,0.0343736583029822,1.04304133765387,1.30565876186654,1.02593414256672,1.16579645221663,1.05611142736137
"31","Q13224",125,4,0.653745978775272,0.958877224956091,0.249926755357173,-0.0899899375861506,1,"4",0.0195224547057394,0.0184639263738128,0.0226902214591132,0.019391888144875,0.0197030075623408,0.617202593070594,0.583659869678887,0.716630891024555,0.613138538349177,0.622785807346055
"32","Q13225",125,4,0.63698120489151,0.983466256900325,0.0501637821147314,-0.0475366892299987,1,"4",0.0475828489209957,0.0422542206784299,0.0342995026088164,0.0382677118768196,0.0503941439266539,1.25425364334138,1.11776769443804,0.912322059034059,1.01504487673605,1.32596156217411
"33","Q13226",125,4,0.608123801616207,0.957489305739649,0.026731141946317,0.122873352160323,1,"4",0.0348969471209102,0.0345376879602616,0.0350205361593358,0.0347790557609769,0.0362093579962965,1.28998263122748,1.27702031212108,1.29451048606192,1.2857653990915,1.33740597086511
"34","Q13227",125,4,0.62399352922928,0.971688189151173,0.156732638157236,-0.0457300782163286,1,"4",0.0304340856377828,0.0261241171041511,0.0313454807383872,0.028033673236984,0.0306645032080767,0.832938527545438,0.716665474592916,0.857206178245174,0.768443865267228,0.839108097228056
"35","Q13228",125,4,0.593304261684593,0.971933229260587,0.198047651253179,-0.170302932005313,1,"4",0.0243250101449848,0.018444464325941,0.0250039918365403,0.0210785111687453,0.0263728264065408,0.672013616960841,0.51038047170921,0.690259450327797,0.58316385352713,0.727743456848831
"36","Q13229",125,4,0.625846399199781,0.962505294665566,0.150172893756794,0.0427100306546434,1,"4",0.0362708078210928,0.0337346875768714,0.0358554298822459,0.0346426761020188,0.0386977836164178,1.39339221186086,1.29842391611681,1.37771879817595,1.33249150949956,1.48428957996851
"37","Q13230",125,4,0.61395468082909,0.971103055412934,0.0401656992928415,0.113577752519838,1,"4",0.047922031396224,0.0473978261862661,0.0473985806707418,0.0473982034284119,0.0498581577235376,1.69460188939269,1.67664154409927,1.6766674732783,1.67665450868879,1.76098370128493
"38","Q13231",125,4,0.581987331643845,0.974677426747836,0.140765399907843,0.1343830685949,1,"4",0.0213973502892758,0.0222574700784358,0.0214147366489104,0.0218359253657058,0.024308641284058,0.533553902346407,0.554990688960823,0.533998961797527,0.544494825379175,0.605685628867406
"39","Q13232",125,4,0.654330386810146,0.957763011161991,0.0257933172617084,0.0124726192363253,1,"4",0.0179616370280089,0.0182419851275231,0.0184583313788555,0.0183501357044402,0.018753678020774,0.559230711447285,0.567915093443239,0.574611440375748,0.571263266909493,0.58370642533837
"40","Q13233",125,4,0.669018422355582,0.970793151914157,0.166287065104084,-0.0522327079964805,1,"4",0.0142394171179907,0.0104378848040173,0.0138965122898372,0.0115489337601606,0.0148814422346798,0.415452163676318,0.304006650230536,0.40547864413617,0.337047886023917,0.434040727986622
"41","Q13234",125,4,0.559491194477061,0.974803452624621,0.180442447013622,-0.00376035986492623,1,"4",0.0528807897070536,0.0388966633422063,0.046009679957132,0.042434842781026,0.054261083115072,1.60472289573253,1.19034805200691,1.40209172262357,1.29621988731524,1.6452165589721
"42","Q13235",125,4,0.674906262166634,0.945395611094587,0.189200641076288,0.0136735905048985,0,"4",0.0406668871729569,0.0253016160121536,0.0402805634821623,0.0313289778121804,0.0401771690028657,1.26597786923728,0.795020560511211,1.25421946801971,0.981761364581581,1.25114849522654
"43","Q13236",125,4,0.602445797244169,0.970656180774708,0.00793604403490722,0.108842044314458,1,"4",0.0550380681115096,0.0526453712598986,0.0530235464650608,0.0528344414434894,0.0584408088494994,1.44394451179713,1.38306713030428,1.39270399111738,1.38788556071083,1.53031774669247
"44","Q13237",125,4,0.618134716416086,0.971190858926202,0.27916267407332,-0.0728763254925541,1,"4",0.0195504273405647,0.0140830229728646,0.0194297625363302,0.0164651765087156,0.0192657216108929,0.634384931949693,0.457057859228268,0.630429423413606,0.534963580861511,0.625219562246079
"45","Q13238",125,4,0.632229849302629,0.916840678373414,0,0.150475294462635,1,"4",0.017083746634506,0.024215259681774,0.0174125484735118,0.020322877067648,0.0181952832253049,0.829081678471743,1.16999628653026,0.844961369960662,0.984780841750068,0.882653353989124
"46","Q13239",125,4,0.668114573146586,0.964086566661504,0.180481536977632,0.0123411647850591,1,"4",0.04025609261389,0.037882199852826,0.0476566313572257,0.0415893223768647,0.0412650264439642,1.13977103047264,1.07440746778688,1.34219859853847,1.17662147209036,1.16749731834832
"47","Q13240",125,4,0.653642370840883,0.96655004689302,0.210960735601067,-0.117217094736376,0.85,"4",0.0263934549307231,0.0245276778377007,0.0261455215513532,0.0253342647527518,0.0273517728016018,0.911911009792762,0.847434194811227,0.903369116374,0.875401655592614,0.944766421108324
"48","Q13241",125,4,0.64276549504261,0.953870420950366,0.0944303510607207,-0.0793208448268524,1,"4",0.0418190165711527,0.0394572347044793,0.0397988010275679,0.039627998922542,0.0428321367235756,1.26701451098453,1.19741908914425,1.20752920890493,1.20247414902459,1.29688805174398
"49","Q13242",125,4,0.674981503906188,0.965662776181351,0.0471007110974232,-0.125757725416112,1,"4",0.0275329708077802,0.024348234178984,0.0289364912218371,0.0266377271018245,0.0298017514694242,0.876452954322916,0.776469142225407,0.920363326861485,0.848416234543446,0.947264647231145
"50","Q13243",125,4,0.713978867424453,0.905863835288426,0.00537661035906589,-0.0767137573163342,1,"4",0.0235724153895982,0.0279634883863215,0.0282902860123244,0.0281268578880565,0.0277842017157095,0.852148106986646,1.00867728123226,1.02028023387794,1.0144787575551,1.00210315331448
"51","Q13244",125,4,0.646697007165802,0.971265507867557,0.0303936372028695,-0.0676557426989133,1,"4",0.0273350646006155,0.0283045658446377,0.0283722637927122,0.028338413704776,0.0286685475084347,0.84386396897165,0.873242774105313,0.875291415941792,0.874267095023552,0.884194281835854
"52","Q13245",125,4,0.594596000378053,0.966779873634418,0.0826267487222002,0.0578126322108073,1,"4",0.0228379000726083,0.0164505720918008,0.0225873514952632,0.0136340777352292,0.0237080190889188,0.726224654916626,0.525149871121357,0.718332015896448,0.434089567003364,0.753537036899793
"53","Q13246",125,4,0.593504687249717,0.967628472762366,0.0112920520579356,0.103758984877196,1,"4",0.0161189456273873,0.0137577742919735,0.0166383455562258,0.0150947750593892,0.0153650219375731,0.525985479091149,0.449003703340305,0.542847946940905,0.49267386810502,0.501498653675522
"54","Q13247",271,4,0.445160795683402,0.991534634449397,0,0.0400774818938824,0,"4",0.0773996653549765,0.0919459505502484,0.0637063919430481,0.0764158753882415,0.0619949527094722,1.6857159603213,1.9751850912978,1.40263523742828,1.66368789450988,1.36632709344599
"55","Q13248",271,4,0.414947632491195,0.999607654555662,0.000121798877198653,0.233438411068003,0.2,"4",0.0108705077215265,0.0816449127766066,0.0281858627279381,0.0548246769554333,0.0171023369261691,0.490757680125251,3.90205886316828,1.29865349502392,2.57456691108879,0.780440229416977
