"","Series","Naive2","Comb","ARIMA","ETS","ETSARIMA","Naive2.1","Comb.1","ARIMA.1","ETS.1","ETSARIMA.1"
"71","W71",0.0124545568354801,0.013412907345789,0.0619705709929471,0.0126589135387858,0.0237899765398654,0.194420821842855,0.205963053886373,0.923884611300382,0.197636976851374,0.363123817224503
"72","W72",0.0124545568354801,0.00919560820664965,0.0590013147247248,0.0124550919832802,0.0224809910636178,0.233635004621215,0.170113467741888,1.0591742718561,0.233645124432798,0.412764573711649
"73","W73",0.0124545568354801,0.00925448717224762,0.0590138063535027,0.0124550919832802,0.022486998300605,0.233606748019165,0.171175775350907,1.05926492275484,0.233616866606824,0.412824028074006
"74","W74",0.338518314917215,0.306939076567092,0.209412688806427,0.338497900108823,0.272132031409081,20.7398173060179,18.39584015516,11.834379194746,20.7382668863552,15.9397610814882
"75","W75",0.0354115248854078,0.0303342208808463,0.0254744447403425,0.0340679392102066,0.0281176126942346,2.96933682239759,2.54971064957053,2.13462424800776,2.8594288054194,2.36390135641818
"76","W76",0.226244343891403,0.18457888895879,0.933208615300702,0.176592971770992,0.342816425735,1.30955549640671,1.07914097882494,3.26848803013531,1.00419396973659,1.67315285906896
"77","W77",0.127940180039305,0.127768506177494,0.23123224536599,0.111545287182532,0.16127181106927,3.00751373315416,3.0038097508944,5.10455714194392,2.64843895341968,3.71071076518766
"78","W78",0.129414829181357,0.129677807084856,0.215090782603444,0.109025292388612,0.160322662023384,2.43579774416596,2.44031130043154,3.83856267548637,2.08165736423558,2.95734276657454
"79","W79",0.176113746568389,0.13009795023808,0.129058624954721,0.0796029422126315,0.0781575516014388,3.08398347865994,2.33566810131529,2.31866396750365,1.49302977431575,1.45039045853389
"80","W80",0.118087990104915,0.11539352200784,0.133556768998693,0.118095809940326,0.125772228411025,1.94762457534159,1.90622729089781,2.18160594378946,1.94774436351175,2.0646751536506
"81","W81",0.0257350601652351,0.0254691485074639,0.034508148720782,0.0254404723896106,0.0291068676131974,2.57644271603195,2.54917261504192,3.43513836689014,2.54677785760286,2.91005490042529
"82","W82",0.00136951256490165,0.00188380862475575,0.00140336572621944,0.00200326356601948,0.0016229192568332,0.749480791705677,1.03037737785848,0.76787722904708,1.09563034372334,0.887884701448742
"83","W83",0.00620011174315087,0.00724606297024018,0.0124872667840698,0.00616124098912381,0.00847087081245767,1.05156298828587,1.22956295686427,2.12921901491158,1.04498744851719,1.43878725781094
"84","W84",0.0066263630362443,0.00919175527350239,0.0131422893412582,0.0133918102902548,0.013267064552887,1.04989685888618,1.45788361776156,2.0909867063841,2.13111705375834,2.11105188007122
"85","W85",0.0166886110111649,0.0207095604069873,0.0156750230851187,0.020259740601254,0.0179635644597844,5.05680396376558,6.25821506407819,4.75238476953636,6.12429035902932,5.43833756428284
"86","W86",0.0168143504344945,0.0188840285098222,0.0165994269700197,0.0190116768143048,0.0178039673697066,4.89698247313283,5.49210095114374,4.8344251662638,5.52881163338427,5.18161839982403
"87","W87",0.00960115426905322,0.00947533702238534,0.0216362248060225,0.00902028373081257,0.0153031959141061,1.0943122610854,1.08004652582895,2.44832979246109,1.02843654456906,1.73838316851508
"88","W88",0.00617573760235663,0.00333222061462719,0.00568339845649188,0.00389904453409507,0.00471162658495514,2.18983334384012,1.18315763064731,2.0229540222834,1.38533637881421,1.67567105284364
"89","W89",0.0507354806708399,0.0721908992822242,0.0767237114570648,0.0753976327675492,0.0760615207787031,0.667224281250091,0.963228275328949,1.02673793135987,1.00809534895091,1.01741664015539
"90","W90",0.0164043458426911,0.0117485863869772,0.0103179124294956,0.00841050971632734,0.00931654640790702,1.83354233237973,1.31685042598087,1.15724844264776,0.943838629143247,1.04527769661866
"91","W91",0.0140205934293621,0.00838071713851533,0.00865014939801614,0.0121953010687958,0.00975774361888299,2.23230553031514,1.33779825781636,1.38127587853545,1.95215696900704,1.55920716572253
"92","W92",0.0241118928109879,0.022397295328862,0.0225211560363318,0.0276444937594453,0.024754867134815,2.85184206286477,2.64863868801791,2.66551691732087,3.29002485382362,2.93660904213588
"93","W93",0.00893821411438229,0.00761917976615598,0.00512349312389015,0.00397739218969409,0.00449957403028117,1.41790848532883,1.20954035439201,0.814275894163885,0.63243669947937,0.715350831946468
