"","Series","n","sMAPE.Naive2","sMAPE.ARIMA","sMAPE.ETS","sMAPE.ETSARIMA","sMAPE.Legaki","MASE.Naive2","MASE.ARIMA","MASE.ETS","MASE.ETSARIMA","MASE.Legaki"
"1","Q2593",128,0.0489116351892945,0.0109540683052214,0.0069381507046977,0.00882722883767437,0.0325024695527898,2.17681918821174,0.496863902609449,0.316049343200061,0.401289989483121,1.46074404692832
"2","Q4841",122,0.0307445057725716,0.0479077020985997,0.0495002146263625,0.0486922632078439,0.0367142547472171,0.503714570430462,0.951908032045658,0.992502185002121,0.97207323022694,0.591712807258612
"3","Q4842",122,0.0289501121448891,0.0363615084792193,0.0367685177453608,0.0365647955817411,0.0315339635116826,0.545585766435991,0.685436186921766,0.693076065748495,0.689256126335131,0.594296816045899
"4","Q4843",122,0.0220907681925207,0.0198446170522425,0.0200312034142007,0.0177991621305644,0.0166247229263179,0.849221242150165,0.816143828446062,0.791322065484571,0.728573198135961,0.635913480080574
"5","Q4844",122,0.0171507028234461,0.0171049031654947,0.0150859627639698,0.0154999385944255,0.0384377059208575,0.609438121060326,0.622434168674474,0.5448267052032,0.565069927734357,1.42454231545559
"6","Q4845",122,0.083657305598724,0.091232072504523,0.0298024371667924,0.0391197655911747,0.121760663998975,0.58166290596702,0.63027440007722,0.196369466343179,0.261173036559511,0.868988294436994
"7","Q4846",122,0.142674566778163,0.127627853058386,0.112563871873276,0.120034899544494,0.110196487854317,2.07868360699229,1.85610935951706,1.66168648391997,1.75889792171851,1.64525012602804
"8","Q4847",122,0.0886249740043393,0.127991843070374,0.0535250371723222,0.090459559796561,0.114028597246404,0.595213805214099,0.86394325382601,0.350731540287041,0.599185048005581,0.779621796467742
"9","Q4848",122,0.0321539647943298,0.0521167759806142,0.0490097948500428,0.0472658742671642,0.0376002656241495,0.471871950155358,0.772611358340721,0.722301935181544,0.698377416584567,0.551317386684999
"10","Q4849",122,0.0203891473553348,0.00390320517589655,0.00526543767707106,0.00429890133886164,0.0114431559350647,0.773656461433717,0.149433370253423,0.201581580902651,0.164656168699863,0.436543051425031
"11","Q4850",122,0.0381458356730318,0.0150349869265331,0.0132861943894331,0.0141601168591556,0.024735012304535,1.22737454819636,0.489695462634793,0.433010276896327,0.46135286976556,0.802039687398873
"12","Q4851",122,0.0217168496663323,0.0177887163414945,0.0175490081717628,0.0174669475950354,0.018013928772966,0.648119846530845,0.536187596048509,0.530478534539366,0.527159759623624,0.539677155594108
"13","Q4852",122,0.0209134673458917,0.00453756687471163,0.00420984519546917,0.00437340662715179,0.0128911063610705,0.675949467369852,0.147534791296724,0.136241838671467,0.141888314984097,0.418985399753704
"14","Q4853",122,0.0346304751964784,0.00329279797181924,0.00878936521818536,0.00389697000081167,0.0209335540060606,1.39018349783332,0.133565746866247,0.364711265973287,0.160670722533167,0.846531902436369
"15","Q4854",122,0.0307019065866867,0.00453176243192885,0.00390907854528979,0.00418027223855409,0.0134828502934738,1.11526640351752,0.166733653194985,0.14373684755854,0.153716121536319,0.494344744947251
"16","Q4855",122,0.0153731239263938,0.002963813584615,0.00297784140142614,0.00297082742663919,0.0033549651051222,0.612420604877709,0.11872153811923,0.119281767693471,0.119001652906351,0.134274696429517
"17","Q4856",122,0.0240732231342771,0.00718218548705755,0.00969773787568229,0.0082969891623805,0.0126128911570161,0.575879975290837,0.172155004154355,0.233756561193687,0.199378284693842,0.3033392956058
"18","Q4857",122,0.0529634587318337,0.0663148265534858,0.0828913748060727,0.0726740753646244,0.0779126486850789,1.29071314963939,1.69651076125601,2.09468543506757,1.84678139570203,1.92908940576134
"19","Q4858",122,0.0120706692391503,0.00780314948584767,0.0103622400932383,0.00614097750526212,0.00996137856085741,0.225085508262919,0.146041862705851,0.193443875862129,0.114765429469865,0.185849701849025
"20","Q4859",122,0.0849441362061177,0.111295825532713,0.111252205745504,0.101868332732503,0.153807239171748,2.23940956822623,2.82269353894429,3.01907470474348,2.65465086525766,3.81207596924639
"21","Q4860",122,0.174693792970918,0.118261139936356,0.150545413989401,0.134243729620054,0.149433430800609,3.4621794231625,2.4171379169513,3.02348934386888,2.72031363041009,3.00331907952318
"22","Q4861",122,0.0904185346192922,0.116507297766623,0.181921288595523,0.145168497976122,0.18056246797547,2.22398575784192,2.72806033757031,4.17475313177855,3.37964781032908,4.13218898602967
"23","Q4862",122,0.0403154707016307,0.0246937384022075,0.0404318658521789,0.0324330566498919,0.0410566120063284,0.424194716082564,0.25663373677642,0.425426007147701,0.341029871962061,0.431913686800173
"24","Q4863",122,0.103431177358796,0.133249129749317,0.150281433107432,0.141718182791596,0.144971767140322,2.51862039384172,3.18506551520697,3.55657708521103,3.370821300209,3.44170772266802
"25","Q4864",122,0.139402195804562,0.0953702425596198,0.116341269783566,0.105784798819396,0.114427432103161,2.10391733785113,1.47336443376324,1.77819326482446,1.62577884929385,1.75059431294775
"26","Q4865",122,0.0279901480953747,0.0064346142289161,0.00413255996472797,0.00528273807918685,0.0175250402876135,1.34700841660633,0.313624532205757,0.201602767041447,0.257613649623602,0.848800966064082
"27","Q4866",122,0.0145107190068939,0.00958408066021151,0.017820292264371,0.0130026202960187,0.0099112518211375,0.795605639115469,0.525737653934665,0.97482976261291,0.713488091627893,0.543601173544078
"28","Q4867",122,0.0611165373943833,0.0301296396567506,0.0306803552091445,0.0304049511786031,0.0469475520959018,2.09823019927847,1.05598251429092,1.07485221675047,1.0654173655207,1.62619930929473
"29","Q4868",98,0.0340686691579205,0.023197052060628,0.0209251325493392,0.0219886585790739,0.0313390574124266,1.37285223367698,0.91682734484556,0.832560009842843,0.871100533793851,1.28303008622295
"30","Q4871",62,0.012568930233914,0.00505361949032711,0.0109983433428028,0.00803166005196932,0.00353007993559969,0.517294208022974,0.209969791358096,0.458920237618925,0.33444501448851,0.145732131998884
"31","Q4872",62,0.0170833083750962,0.00692733212006591,0.00434202273535055,0.00551430452202887,0.00276246303626791,0.688832721217006,0.281119395336861,0.176463136952673,0.22402975330607,0.112092569562217
"32","Q4873",62,0.0263236212427625,0.00385629458501777,0.00686819337972886,0.00217720335240844,0.0128412460159944,1.10063145716413,0.163691698358064,0.290375245423678,0.0920063464575511,0.541204884419473
"33","Q4874",62,0.0153750546240474,0.00570482780975046,0.00595266489241478,0.00582873675646527,0.00152335543509338,0.615914472566032,0.229963832178296,0.239913649433997,0.234938740806148,0.061445957805862
"34","Q4875",122,0.0861577803140296,0.066079824076705,0.0756297773168566,0.0707816919129417,0.0755101662578651,2.3587339097087,2.01438539829809,2.12959980284948,2.07199260057378,2.05825588103475
"35","Q4876",122,0.0251571894133542,0.00973443935623947,0.0109055821409843,0.00798689780018155,0.0213143719532444,0.92290508471326,0.35986861590759,0.40308601589671,0.295154393106114,0.783756892632968
"36","Q4877",202,0.0194523802308335,0.0147057449115158,0.0348795108808283,0.0242270647004405,0.0143255938982293,0.539158015084181,0.405889805750264,0.98111322758085,0.675525522845211,0.395581706587528
"37","Q4878",74,0.115698350078514,0.112875188212548,0.117159152715038,0.115094468099959,0.125614782404679,1.77292198988817,1.72339051549953,1.79678328200976,1.76008689875465,1.93743843343189
"38","Q4879",74,0.11713446949025,0.119746002802223,0.119753933221358,0.119749968020158,0.126942137807753,1.79917894808825,1.84221457393781,1.84234598957351,1.84228028175566,1.96251117870919
"39","Q4894",73,0.106599870559163,0.0437146170506731,0.121106289536849,0.0353229100859648,0.113572941122617,0.367978035494454,0.145225867365797,0.362959495192127,0.11222698016173,0.393670630468113
"40","Q4896",57,0.028570763940669,0.0685793735942046,0.027033935931364,0.0297374981700031,0.030546138789975,0.32592884560455,0.807605146540523,0.30873786407767,0.340309730050258,0.347925298037117
"41","Q4897",57,0.0625720942205336,0.150617458663261,0.0625740957127634,0.105442922541792,0.063069322740624,0.703061224489796,1.60829836424681,0.703082898442062,1.15569063134444,0.708446281733117
"42","Q4898",89,0.041290673701462,0.0637205832047841,0.0596124555220849,0.0616692890274269,0.0580615477574049,1.25335781537217,1.96039098400516,1.82938831142586,1.89488964771551,1.78029057311487
"43","Q4899",81,0.110649643340201,0.262575755309467,0.103814372833702,0.181151159216041,0.102109421232008,0.463425925925926,1.21580694618714,0.433596001521585,0.790809931175315,0.42621986351354
"44","Q4905",73,0.0673464875619416,0.0606326009349996,0.0797115709598881,0.0255842772073022,0.0675666976653219,0.474749940889387,0.447973781636396,0.557426310842575,0.185520827825694,0.476236173226718
"45","Q4906",73,0.128834683814748,0.048091679793748,0.321352184650616,0.172216450172416,0.151247666338494,0.750816644586812,0.250411193957902,1.39432783432425,0.822369514141079,0.893447105888979
"46","Q4909",73,0.305257186277241,0.183899856314477,0.12806394927935,0.155126971655716,0.288206669904216,4.3104100185411,2.78444856468046,1.97697892751906,2.38071374609976,4.10446207757623
"47","Q4910",149,0.00958506108431822,0.01482194531264,0.00909597631096397,0.0118711334182772,0.00713366030058214,0.472594941954714,0.721521161962826,0.444770055126166,0.579096348539877,0.351153908955412
"48","Q4911",62,0.0640082970901154,0.0501212433043152,0.0543699508416698,0.0522431909829087,0.0392855203305825,0.771578022537216,0.610990018372943,0.660944478947426,0.635967248660185,0.479802645289231
"49","Q4912",89,0.0170844528023318,0.00678336043010899,0.00752298164653417,0.00708821205646838,0.00646775489216742,0.731741229849201,0.291095890410959,0.323252917931642,0.304339054589382,0.27753941056097
"50","Q4913",93,0.022771612435333,0.029310842307753,0.0227722250469776,0.0260486379002178,0.023145823997719,1.85457587036181,2.39739573412137,1.85462657073205,2.12601115242671,1.88550905377914
"51","Q4914",93,0.0474219844008217,0.0382809406795865,0.0486207270930615,0.0419382030680194,0.0541043356720543,1.32737299149886,1.07710888087042,1.35992083568847,1.17786917749152,1.50807750958172
"52","Q4915",93,0.0313068114587593,0.0320022477432423,0.0311305230285767,0.0315691355546418,0.0297662896797919,0.764955996245285,0.782571844894794,0.760572966729419,0.771572405812106,0.726664077679624
"53","Q4916",93,0.0422373031877449,0.0295887563022932,0.0425260198987221,0.0360857006648573,0.0368219774312321,1.04351732354783,0.725838361922987,1.05081904275272,0.888328702337851,0.906983328161541
