"","Series","sMAPE.Naive2","sMAPE.ARIMA","sMAPE.ETS","sMAPE.ETSARIMA","sMAPE.Legaki","MASE.Naive2","MASE.ARIMA","MASE.ETS","MASE.ETSARIMA","MASE.Legaki"
"1","Y15246",0.040303607005961,0.040303607005961,0.0403104937581674,0.040307050391234,0.0720093736794466,0.53258054252388,0.53258054252388,0.53267438412035,0.532627463322115,0.973844090028838
"2","Y15247",0.0436440668246699,0.0335017486688286,0.0436456767160706,0.0385903779099097,0.0436781931602948,0.957434147889558,0.730620039239641,0.957470415933537,0.844045227586588,0.958194896188657
"3","Y15248",0.297309470504839,0.297309470504839,0.162750153176628,0.22788959535355,0.234103817194223,3.8273381294964,3.8273381294964,2.23098133370569,3.02915973160105,3.10235963216402
"4","Y15249",0.166114274923347,0.0718056459795318,0.06877856409607,0.0702909667059704,0.118743817238982,5.55944055944056,2.55126777110857,2.45085857203165,2.50106317157011,4.08742061991072
"5","Y15250",0.311115555729797,0.419352818380999,0.314759100171731,0.349306601650295,0.373132914904411,1.55360188951581,1.97048917979474,1.56974414811572,1.71470733318447,1.80500198957937
"6","Y15251",0.0692018327059909,0.0459999223100186,0.0124801709712866,0.0284174117183118,0.00763520054147622,2.75271785831102,1.85807693150775,0.517470795209484,1.16224123803046,0.315894107140884
"7","Y15252",0.0923737514325104,0.0698156992102532,0.0923769969812602,0.0811628103079658,0.0921748983894134,3.5741653931593,2.65035149421646,3.57429987320624,3.11232568371135,3.56594064535123
"8","Y15253",0.120847787677594,0.120866373276281,0.215099910253425,0.169450517801415,0.0840836355977987,3.19707845172772,3.25798072387954,6.40179528578433,4.82988800483194,2.13699150603183
"9","Y15254",0.0645476756655444,0.126289854746114,0.167793731829254,0.147393487964083,0.050518946979499,3.31443057722309,7.03519994028017,9.69533589415762,8.36526791721889,2.59907195465592
"10","Y15255",0.093412594510865,0.122090077258035,0.180961238741825,0.150998200441397,0.0424113415177204,6.79306071871128,8.73473896807019,12.5425100536436,10.6386245108569,3.17826914754405
"11","Y15256",0.0948015428499119,0.130390178979679,0.189350650548826,0.159345902922943,0.0461233563994651,6.78472093950856,9.14783677457172,12.8702088962055,11.0090228353886,3.39623478715724
"12","Y15257",0.472287578515413,0.135584393974609,0.288420383965692,0.207939005645444,0.311323437011999,19.821568627451,7.06248530709152,13.5027619876445,10.2681540735374,14.3317750067648
"13","Y15258",0.458104453235238,0.64113365461471,0.4581645694244,0.54071749450624,0.450891567131144,1.34677264891783,2.42589197076405,1.3470558783269,1.7417448851251,1.31561282207358
"14","Y15259",0.218815641049102,0.139737360852935,0.125408354799743,0.132536782541705,0.171181175946435,10.6511627906977,7.15902131901792,6.48375469636423,6.82138800769107,8.58901918779289
"15","Y15260",0.471007309514799,0.19732720570336,0.202521560922445,0.199920174337575,0.315312284452294,23.5317608110904,11.6548427576744,11.919734153165,11.7872884554197,17.1599890788366
"16","Y15261",0.091986677218575,0.0247337218430117,0.0229516925338484,0.0238433377475637,0.020729622477752,5.87635127367948,1.67425382313793,1.54985256108988,1.61205319211391,1.38872494843395
"17","Y15262",0.177223035722045,0.0732028524808057,0.0725792675786945,0.0728910087629829,0.0789233920511899,4.95457967505316,2.17257587010202,2.15500415252752,2.16379001131477,2.33180592024388
"18","Y15263",0.131663453970029,0.0912503638610414,0.176630911266023,0.132636686392112,0.04805620119571,4.46816235489491,3.14528031950108,5.84536756523491,4.495323942368,1.71077404928967
"19","Y15264",0.0951509277147142,0.129797899321326,0.223331340117518,0.175075664401665,0.0629457678941882,4.74293490747777,6.34767631424828,10.4050941625178,8.37638523838302,3.19688741830008
"20","Y15265",0.0260650397570721,0.0191200762226908,0.00715214499933522,0.0114528238263273,0.0194816637075952,1.71903141954955,1.29418145645277,0.477635100888399,0.771018176950141,1.32001195969907
"21","Y15266",0.198627769692188,0.193451638014693,0.19861486191799,0.195790497948165,0.176239634461185,4.67897218013093,4.54736433302301,4.67870058892352,4.61303246097327,4.20171510070201
"22","Y15267",0.158997096930349,0.0760900956929466,0.0610311868420765,0.0533259538849671,0.116896940189404,7.49509653169315,3.82844873669445,2.94312714065165,2.55375701505155,5.62521174444394
"23","Y15268",0.0651287800080521,0.0305284839705592,0.0174238086242479,0.0233937018270788,0.0335152625970196,2.95992481988096,1.40403198940503,0.815004407553934,1.08349547446817,1.545056331538
"24","Y15269",0.100635587627969,0.0416120262813775,0.043204869981989,0.042407921674695,0.070083551545362,4.21585895693892,1.79869994799372,1.86691579711722,1.83280787255547,2.98920168681717
"25","Y15270",0.218688391753505,0.138709584816498,0.171299410313579,0.154875065492516,0.169425449699701,10.775408139368,7.15320160689661,8.66038313166925,7.90679236928293,8.57407356307229
"26","Y15271",0.0808644020154093,0.0261513295520531,0.0863099422639255,0.055640753592819,0.0398776196655635,3.86492980766109,1.27906882718853,4.11233275704843,2.69570079211849,1.95084241069441
"27","Y15272",0.0587877153759912,0.036110941772664,0.212537805100279,0.115308807603045,0.0385925056495395,3.07898761130468,1.93333432116132,9.98436542653141,5.76871489808893,2.01834554707706
"28","Y15273",0.11718911438783,0.0337551559809364,0.0438912700463167,0.0388038138363883,0.0916728760390743,7.55426668687596,2.28842027382247,2.96223802464271,2.62532914923259,5.99965617692509
"29","Y15274",0.168372483113546,0.351835817609201,0.178619000514132,0.261857410340029,0.143767702679732,3.89267704720439,7.41640554709408,4.10582455095901,5.76111504902655,3.37088030901104
"30","Y15275",0.0497468551766155,0.0539345219364209,0.0639104174088626,0.0589383062628977,0.0888429895147371,3.63169834937026,3.94736182393808,4.7061304677383,4.32674614583819,6.64612450871268
"31","Y15276",0.045874144991919,0.0760368586777689,0.0951386192690447,0.085516296146368,0.0206300403521806,3.50066549045099,5.70986446745781,7.06545959894015,6.38766203319898,1.61070267470964
"32","Y15277",0.0465279708795589,0.0603360143852491,0.0683935027150263,0.0643754022301661,0.0609065463068532,2.35881271342264,3.09054744279607,3.52359083720572,3.3070691400009,3.12213062915743
"33","Y15278",0.0210084724370184,0.0296418350788522,0.0269740078817882,0.0283088753285788,0.0144602168851692,1.01812421612765,1.48286913345344,1.3479431809182,1.41540615718582,0.716202498276596
"34","Y15279",0.0407521962920596,0.043961026461201,0.0501935719956731,0.0470831257797142,0.0923146727912748,1.4893234624395,1.6099741448408,1.84565459358622,1.72781436921351,3.49087183862068
"35","Y15280",0.0210318650300603,0.0330478985914516,0.0154230779715898,0.023204766425818,0.0559599329124905,1.20641084208923,1.92280592736087,0.880147566525111,1.33721190274825,3.3148836679064
"36","Y15281",0.0879572542448461,0.0744031678816984,0.0752729166081128,0.0748381784091599,0.124519783857494,4.41555868191095,3.70312687037228,3.74845974078884,3.72579330558056,6.40152129215488
"37","Y15282",0.123712315690195,0.0764388652721638,0.0764511914142399,0.0764450283674424,0.151166578127699,4.80022659868706,2.88017761338262,2.88066315586151,2.88042038462206,5.97271625613609
