"","Series","n","tsfeat.Frequency","tsfeat.Entropy","tsfeat.Trend","tsfeat.Season","tsfeat.ACF1","tsfeat.Lambda","tsfeat.Period","sMAPE.Naive2","sMAPE.ARIMA","sMAPE.ETS","sMAPE.ETSARIMA","sMAPE.Legaki","MASE.Naive2","MASE.ARIMA","MASE.ETS","MASE.ETSARIMA","MASE.Legaki"
"583","Q23718",70,4,0.531521953571363,0.994759374006792,0.0628250300590804,-0.199597187041253,0.45,"4",0.102726324616556,0.0555218915757931,0.0719411313329351,0.0636869222194425,0.0647139043027714,2.01628101639655,1.11969759180248,1.43818492413389,1.27894125796818,1.29818597491644
"584","Q23719",70,4,0.80804793495373,0.815234769481564,0,0.442268718482666,0,"4",0.117538674303156,0.118997522147891,0.117509284994923,0.117729775552675,0.162636211540834,0.231509584664537,0.230479904872161,0.231456339011678,0.230913156404721,0.311281873849264
"585","Q23720",70,4,0.547594684967571,0.990286096766069,0.00343785891637771,-0.139175597354353,0.65,"4",0.0837059186442777,0.0378204252404808,0.0436737189063164,0.0382368375555881,0.0468535134606421,1.46942340184858,0.686015240948732,0.787721456690272,0.691732145268624,0.841528962433367
"586","Q23721",70,4,0.615908519317746,0.974897029164259,0.026417429664723,0.349283224805794,0.8,"4",0.0992826598826938,0.0993904139030719,0.0728714654366037,0.0847071386658463,0.0862773106690256,1.2564530028696,1.25790075271519,0.933689991688672,1.0807416045338,1.09883655236192
"587","Q23722",70,4,0.588764847888793,0.978303539453501,0,-0.0883685515263853,0,"4",0.214207513496264,0.212034720475957,0.209998828937905,0.211013164637874,0.189285184400761,3.51077353927687,3.47938326382818,3.45089334053125,3.46513830217971,3.14897381157267
"588","Q23723",70,4,0.710048913569255,0.921728925590191,0.00745664098449217,-0.25020248762853,0,"4",0.199876957387136,0.199377711518874,0.199068814117469,0.199223336521294,0.194419758732697,0.864496501080841,0.86228813559322,0.860520355827927,0.861404245710574,0.833883093312785
"589","Q23724",70,4,0.888204883794382,0.731531088268746,0.379055185376769,-0.124049807870865,0,"4",0.21389589479011,0.309728410007041,0.236626662003668,0.255901255633825,0.255612325004148,1.28045608204779,2.09744014034572,1.54220081822269,1.66201739052698,1.69138560203594
"590","Q23725",70,4,0.749173451707227,0.923983249834812,0.492536560979446,0.12244808265367,0,"4",0.0931341890903669,0.0532036512523478,0.0699799668678034,0.0613974219525118,0.0739352101996243,1.4184582328328,0.832281097789698,1.0827529030511,0.957517000420397,1.13440834281081
"591","Q23726",70,4,0.676704804937941,0.974399093052193,0.748906611107286,-0.0767757068759315,1,"4",0.164368280804832,0.160934799387535,0.155660845643974,0.158321653538902,0.161588847983245,2.25702111882586,2.22496139554805,2.1516554296689,2.18830841260847,2.22107208316364
"592","Q23727",70,4,0.659490620230897,0.962405943094501,0.423337139411674,0.0730852799997212,0,"4",0.11503198796626,0.0501963070760517,0.0488745158412855,0.0463762976061687,0.0754461601616407,1.70209344279629,0.768852957550176,0.749583643600732,0.711865066177221,1.13298056316593
"593","Q23728",70,4,0.755381232313822,0.951656868963625,0.617449667955553,-0.0782657682500106,0.65,"4",0.103881214234265,0.111731521244857,0.0860040439200987,0.0931758081911412,0.103694247863984,1.05159110871749,1.17914705611336,0.87862619993918,0.963543368404815,1.05066851267539
"594","Q23729",70,4,0.634384232615717,0.973595386276706,0.572837952224995,-0.233477867924153,1,"4",0.0458145764289714,0.0984037244596681,0.0353926415533238,0.0676550800533238,0.0443606098968595,0.491792101860523,1.13517589532144,0.389394252975353,0.762285074148397,0.471425845759178
"595","Q23730",70,4,0.543169361064563,0.995200231482636,0.194614606701334,-0.160978591946551,0.25,"4",0.1110636211623,0.0457068298158474,0.0344691684401098,0.0257456033683915,0.0603403654157972,2.09953925926303,0.887894439113214,0.688380282861819,0.500638920484801,1.16573975651732
"596","Q23731",70,4,0.86136616834316,0.693901738617043,0,0.389716550084348,0,"4",0.113937708840066,0.0981759357728415,0.0980851571854042,0.0977788930010345,0.12125827068441,0.266526110930911,0.228667048870244,0.232119191425185,0.230393120147714,0.282118098961938
"597","Q23732",70,4,0.575328011042343,0.991085941102437,0.401454466915406,0.0129817168215121,0.05,"4",0.13390546652914,0.0583027683939182,0.0877223167776565,0.0612793442688421,0.0841385656589015,2.21656032696131,1.0040679106928,1.48638258462583,1.06118310133768,1.42768483636407
"598","Q23733",70,4,0.695614947735424,0.939764584822291,0.542271653358405,0.0657804327092821,0,"4",0.13631761161467,0.043230429612602,0.0936927103423741,0.0495251830273558,0.092231267644523,1.80668146343801,0.631075012538237,1.26344325536433,0.689207291532997,1.24883141301579
"599","Q23734",70,4,0.683819497846383,0.951374616290795,0.222822444766538,0.300625220635182,0,"4",0.0798607044884476,0.0673261264270956,0.049838495575117,0.0586124120170616,0.0670807237229542,0.840303779827582,0.718823819910999,0.530435179207555,0.624629499559277,0.71116552834662
"600","Q23735",70,4,0.896486044378991,0.826852322979615,0.80745859830794,0.128491158405755,0.4,"4",0.217546117422013,0.222919097998552,0.220701767896261,0.221809287417542,0.223834061531337,1.07973719722138,1.12332929113164,1.10876133930458,1.11604531521811,1.13362556372275
"601","Q23736",70,4,0.823095806465103,0.824079182784846,0.446917127852287,-0.156565222626829,0,"4",0.234226551572684,0.411520549058355,0.284175757795747,0.333718909901311,0.2996293040119,1.4970786828836,3.25108581927032,2.0948491724198,2.51297093434309,2.25316182068921
"602","Q23737",70,4,0.633400083805917,0.980784154672403,0.181444401708602,-0.00741181146075975,0,"4",0.0699396725664291,0.0908827793189416,0.0523302038662549,0.0677548969011286,0.0512192564433511,1.1059686220919,1.42473082770472,0.836615584926262,1.07353809910737,0.819372627529825
"603","Q23738",70,4,0.668236098157021,0.963489631886264,0.094560180761619,-0.177224333225762,0.9,"4",0.0845527942970052,0.0838713203212565,0.0834214655462744,0.0836465113838236,0.0856782890320438,0.953885463577072,0.945701357466063,0.940541165706224,0.943121261586144,0.96700826743924
"604","Q23739",70,4,0.586854436355914,0.986139117538445,0.154736669691579,-0.0525899201043877,1,"4",0.034742779509118,0.0266123439054639,0.0337366941308724,0.0302002674671211,0.0203513637126022,0.399463424649747,0.304615384615385,0.387555863777192,0.346085624196288,0.234391720184656
