"","Series","insample_n","period","sMAPE.Naive2","sMAPE.Comb","sMAPE.ARIMA","sMAPE.ETS","sMAPE.ETSARIMA","MASE.Naive2","MASE.Comb","MASE.ARIMA","MASE.ETS","MASE.ETSARIMA"
"1","Q3111",67,4,0.0455430846044464,0.0203195163765245,0.00632649444936299,0.0117418256816538,0.00872900304495234,1.38728799798067,0.629842120054505,0.195228952951477,0.366204565146032,0.271467751444947
"2","M4610",168,3,0.260326962747247,0.18379066571678,0.179634875226812,0.140144825600814,0.151887528218373,1.71166666666667,1.16954122239954,1.14468690456655,0.905285700393396,0.971923262130252
"3","M8606",104,3,0.088132941848837,0.0810915470422372,0.120336406412184,0.07338771127426,0.0944026502483161,0.403837143350349,0.368139680838495,0.571141664973695,0.329769307190142,0.435776978425269
"4","M4324",477,3,0.0554984148497342,0.0706575406980241,0.0720626215421419,0.0751873373358425,0.0735368550949233,0.57022516423997,0.721779116454442,0.735702192933665,0.769780689252942,0.752741441093303
"5","Y1252",19,6,0.0421691323482022,0.0172594430560068,0.00667684608092033,0.0657688435307075,0.036408989194336,2.89736842105263,1.2064573103995,0.468045112790563,4.82045467924788,2.6168062870024
"6","M5910",504,3,0.0854227280908389,0.179642823842065,0.195609143395156,0.165436558258037,0.180301748972097,2.19354324920818,4.30079623781951,4.66106250308624,4.00991437873472,4.33548844091048
"7","M1315",306,3,0.0151672819623953,0.0121431172239423,0.0104289163892276,0.0107776045888682,0.0106035229841317,1.06666994946939,0.857904803967191,0.770767054553362,0.795932424421569,0.783349739487467
"8","Y644",20,6,0.0645435400957583,0.101598948772871,0.0608766394577536,0.0645499436710117,0.0428303544448356,1.41920731707317,2.29693990370824,1.29812114007083,1.41935413054698,0.928659620834907
"9","Y1461",21,6,0.167029214897671,0.11512557915327,0.0592625937825771,0.0593748567696381,0.0593187230596022,5.11905925274439,3.63831456756591,1.92147952702153,1.92506410785413,1.92327181743783
"10","M2576",441,3,0.0135598878043878,0.0182284573555487,0.0217720472981033,0.0112005601682461,0.0155323074483799,0.234844241994936,0.3165642415568,0.378725437043008,0.19340897636003,0.268949775436901
"11","M6074",150,3,0.0464366561475244,0.0370298744246336,0.0234634186205695,0.0212324349804532,0.0215106364824658,0.577438534202142,0.482392771468146,0.29981032136269,0.271582581397454,0.274986877349208
"12","Q1320",67,4,0.0488965158275278,0.0363952982178888,0.0200645474859117,0.0177765997568435,0.01891981451664,1.70414376708375,1.27729912907832,0.710393289953532,0.630117524031566,0.670255406992549
"13","M2922",293,3,0.0354452439984251,0.029134435504759,0.0270022018953414,0.0300298966826351,0.0281833552993735,0.457467995582658,0.3789921404243,0.352214526310699,0.38934515983931,0.36680582247048
"14","Q2681",179,4,0.0221675131311263,0.0138097827280661,0.0100369793797613,0.00710860682133074,0.00857950488608974,1.19808139821638,0.766521803003845,0.548368546014969,0.396612219886649,0.472490382950809
"15","Q43",59,4,0.0194837692661496,0.0130008120321796,0.0102561929937886,0.0101923387113786,0.0102244093052415,1.01871167830467,0.68070845629494,0.535492749500209,0.532571190566858,0.534031970033533
"16","M4530",168,3,0.33913371350349,0.345476837454885,0.326636823471045,0.348445055453992,0.331131241338475,1.4210373989173,1.28986732637778,1.2527050069368,1.29032907502478,1.25610901180211
"17","Y927",20,6,0.441187445915964,1.70271490596887,0.60373877164961,2,1.30964658487992,1.368363794604,4.17933840342867,2.24168886404412,9.1015320386256,3.51894532171285
"18","Q3204",171,4,0.00862438426188833,0.00443103818661517,0.013600308147343,0.0115625760433996,0.0125823159719674,0.404028046685812,0.209423711133719,0.646060688939778,0.548256930349246,0.597158809644511
"19","Q3751",66,4,0.0248850183503785,0.0234957346866915,0.0432225754024016,0.0149169162216528,0.0283777918703174,1.28593899167324,1.21550966492462,2.22811619512285,0.775402648384387,1.47162712625108
"20","M1350",306,3,0.00948398019761146,0.00780253536310226,0.00674073703560133,0.00350501317868171,0.00229521116274468,0.504419547798092,0.415357015193267,0.359401981251259,0.187778026478524,0.122780871999848
"21","Y3256",17,6,0.0514348216377287,0.0465323511216618,0.0166675526816497,0.03935583715819,0.0145658553485562,2.55019363246964,2.30903461249592,0.841325051783833,1.95128879393751,0.734340003646345
"22","Y241",45,6,0.344957562728523,0.207370982994472,0.137633936412181,0.0473123382962137,0.086877622259816,19.2502336055528,12.3145325844453,8.39062470547339,2.91618720283444,5.34358867723612
"23","Q411",39,4,0.0340117734965467,0.0257873169104652,0.0340117734965467,0.0346276406355459,0.0343196452677781,0.746517155849524,0.568670883606403,0.746517155849524,0.759758428795199,0.75313779232236
"24","M8219",69,3,0.253328809384211,0.19070445844469,0.246953532276788,0.208808236254264,0.215407069880388,1.10112628479325,0.799273270588798,0.834852712468888,0.824561711609896,0.797585352270906
"25","M4288",477,3,0.0541479301395927,0.110035456567313,0.0464808372024978,0.100000105682326,0.0728581634770347,0.528211838773796,1.03666335741186,0.455405187361986,0.948620803035684,0.702012995198835
"26","Q2428",126,4,0.310372881181622,0.340310636264451,0.312417914944013,0.314234195208059,0.313326545775681,1.70270198042943,1.90650572489079,1.71631233485581,1.7284783800072,1.7223953574315
"27","Y2935",16,6,0.0325322139569235,0.104597674237643,0.0325322139569235,0.0451416981477154,0.0380461388926653,0.416375779956222,1.39970828934658,0.416375779956222,0.58284693518847,0.488892570349926
"28","Y3372",37,6,0.0758228970084269,0.0889054787584583,0.0758228970084269,0.0758314817367057,0.0758271893821452,1.75618018902664,2.07747727014959,1.75618018902664,1.75638909441451,1.75628464172057
"29","Q4674",64,4,0.0548493058726402,0.0434229448795361,0.0423959515662776,0.0564184645369083,0.0493830034133861,1.87685769739286,1.49536475520428,1.46131404736356,1.92887001748856,1.69509203242606
"30","M9072",69,3,0.177048297589789,0.17946754313671,0.177048297589789,0.177048298055308,0.177048297822549,0.281558726673985,0.285414022940943,0.281558726673985,0.28155872750941,0.281558727091697
"31","M806",282,3,0.0194675684707801,0.0173750286428286,0.0130303469958681,0.0107376758255475,0.0116884866637575,0.85333257682357,0.76319588234024,0.578518541994358,0.473270884475944,0.51746183430814
