"","Series","n","sMAPE.Naive2","sMAPE.ARIMA","sMAPE.ETS","sMAPE.ETSARIMA","sMAPE.Legaki","MASE.Naive2","MASE.ARIMA","MASE.ETS","MASE.ETSARIMA","MASE.Legaki"
"1","Y1597",29,0.194340192528559,0.0409412542654801,0.0370696415331073,0.0390082080566472,0.0793725781501736,6.71747967479675,1.61533516591443,1.45610061560293,1.53571789075868,2.88356028166088
"2","Y1598",29,0.15673903773402,0.15673903773402,0.156730876527342,0.156734957119558,0.137754507720647,1.53454687805833,1.53454687805833,1.53447282720411,1.53450985263122,1.3753657768415
"3","Y1599",29,0.292122734971192,0.154379742079559,0.122575550249256,0.138180910303123,0.169515308730234,9.99663894457567,5.73177527590202,4.53326587169739,5.1325205737997,6.26039080575556
"4","Y1600",29,0.281375089992227,0.140254013432583,0.187786715474485,0.163733728913621,0.0603985697424666,9.78822498013753,5.36468199128131,6.91936539661638,6.14202369394884,2.43443578908439
"5","Y1601",29,0.342180004745586,0.23003952962628,0.20008567213728,0.214944844364341,0.196870966668947,10.3438365087119,7.36378925040861,6.51081836095233,6.93730380568047,6.44439533262251
"6","Y1602",29,0.113831349260297,0.124581866790906,0.086899846474422,0.105929197289526,0.0414407102737832,3.37997180793912,4.13890990083587,2.84034086291773,3.4896253818768,1.30465917486464
"7","Y1603",29,0.265083265148927,0.138499014888476,0.143526919882449,0.141006272093999,0.0613587609504263,9.35554184275154,5.33768455679158,5.50637362410152,5.42202909044655,2.52741022278645
"8","Y1604",29,0.0698636626258028,0.226063640141289,0.223808902185224,0.224937146819015,0.195949860597266,2.2094395280236,7.91244447932295,7.82129454838047,7.86686951385171,6.72535020418626
"9","Y1605",29,0.228248529281145,0.126177400362727,0.12615010949414,0.126163754831175,0.0498890937323615,7.81329046087889,4.56763129689175,4.56671832171168,4.56717480930171,1.87455250709551
"10","Y1606",15,0.121161184264662,0.0433783689840269,0.0367140980435529,0.0400544377519117,0.0246841465638761,3.52981297618217,1.38419073209457,1.16337117192452,1.27378095200955,0.741621951007194
"11","Y1607",29,0.242994743340648,0.170013207073136,0.242994198395545,0.205201061237331,0.155118342279236,3.43358395989975,2.43734335839334,3.43357691114972,2.93546013477153,2.21664977776487
"12","Y1608",29,0.165426350146352,0.165426350146352,0.120773428128315,0.140945586093638,0.130167261042882,2.20285383725415,2.20285383725415,1.61634120982018,1.88845704369587,1.79299095041456
"13","Y1609",29,0.339428505105701,0.237380283221179,0.400158547670754,0.315508236916671,0.172174320567307,9.53874052093637,7.09808770195674,10.8791945310556,8.98864111650617,5.38104847993685
"14","Y1610",29,0.249135234227194,0.183145193813526,0.208372755642722,0.195092378691099,0.067093259796907,8.52358795398733,6.55282538169461,7.31834572157559,6.91855363167336,2.45677587782121
"15","Y1611",29,0.266241218989047,0.233051462271021,0.239997708695819,0.236518639943484,0.0654807816672705,9.30746349378042,8.3252475994834,8.53020330192462,8.42772545070401,2.64286567434366
"16","Y1631",23,0.0878476689887321,0.0111901710919068,0.0356996373682789,0.0226996352707279,0.0305190642712089,2.79028078895881,0.36472147963289,1.17243003521155,0.749275922725707,1.00507817636134
"17","Y1632",23,0.0827139456435461,0.0241912923353195,0.0165581041040215,0.0203838502884472,0.0235530739432286,2.63848181747693,0.801797026858256,0.540764158472175,0.671280592665214,0.787575560969656
"18","Y1633",23,0.0681352543363842,0.0290110039591042,0.0187223079379519,0.0238850052096983,0.005362705117707,2.27872624510643,1.02855808795858,0.65734883886806,0.842953463413323,0.18591135785277
"19","Y1688",23,0.0550230021130319,0.0667789578311258,0.0550282261835867,0.0608757052849151,0.0698827886464393,0.719768264696741,0.864973102035656,0.719833361840985,0.792403231938321,0.902264095199333
"20","Y1689",23,0.312998442291584,0.269073220792082,0.313002839038752,0.291343685919057,0.401127853200796,4.01095728242877,3.33827495002653,4.01102621556629,3.67465058279641,5.50946639712433
"21","Y1690",23,0.194545943560984,0.1329934533211,0.334090955500059,0.227741894013208,0.0953616204625378,5.65089094217262,4.00621479752593,8.95383984538623,6.48002732145608,2.96752787177472
"22","Y1704",29,0.0610483336334328,0.0111036656611076,0.0126428802701484,0.010843008429625,0.0102530171029671,1.97769516728625,0.365612516707279,0.421900617189378,0.358777223080905,0.341219941536095
"23","Y1705",29,0.0294443571040768,0.122049470819587,0.10542138323505,0.113780889261848,0.0962767053972266,0.87056437985806,3.85642672073334,3.29320175038778,3.57481423556056,2.99011301291313
"24","Y1706",29,0.113965834050525,0.0637672054461265,0.0960729551400829,0.0797821732538449,0.0117244218779215,4.09132420091324,2.37225062622327,3.48872633995242,2.93048848308784,0.449514423401342
"25","Y1707",29,0.150654333989475,0.0693827391413461,0.0663304702932152,0.0216176485163145,0.0860132309373997,4.07936507936508,1.96831325681898,1.96374743826978,0.587359044569615,2.41911660273251
"26","Y1708",29,0.129653893202135,0.0273980363702113,0.0369204469286004,0.03180932052659,0.0322413393867277,3.72132904608789,0.846353183650162,1.12805413229483,0.977017191777464,1.00163904956331
"27","Y1709",29,0.436259783991383,0.273120976526699,0.260399148741423,0.266740189424581,0.264196411602782,14.9587700908456,10.3328186697599,9.94067770268726,10.1367481862236,10.0408913740789
"28","Y1710",29,0.142772384929868,0.0887662049685685,0.130755709340911,0.109443694397875,0.0754545505728864,1.86646607923204,1.19017050685211,1.71734013077671,1.45375531881441,1.01553986854331
"29","Y1711",29,0.316376321812707,0.152183697524703,0.0945779274077011,0.122963803443747,0.121802592865151,10.5576253645686,5.43819139206252,3.45612306562005,4.44715722884129,4.42960078361688
"30","Y1712",29,0.397372712639581,0.216958913031446,0.225116268637427,0.220989963583974,0.182810100346181,15.0589358148413,8.90724317507989,9.2411196547583,9.07418141491909,7.643058288171
"31","Y1713",15,0.231049892140519,0.231049892140519,0.229373816087164,0.230211130774226,0.231961782399735,1.47832677135885,1.47832677135885,1.46895811893918,1.47364244514902,1.49190727224156
"32","Y1714",29,0.319875887536622,0.505853431438518,0.628155113773285,0.569669573370635,0.426525020152584,1.47194546407971,2.89021166273836,4.03020468106116,3.46020817189976,2.21184061938509
"33","Y1715",29,0.132405524655348,0.158763461259002,0.145032618200291,0.146460924523718,0.174056611871424,1.40318906605923,1.68100868506662,1.52846695704031,1.54588343336858,1.92693766689677
"34","Y1716",29,0.358551366744827,0.329063251654126,0.302496932498393,0.305073456626703,0.326588267513255,4.9645390070922,4.56832413453635,4.06450991804019,4.18029349380766,4.50943052966085
"35","Y1717",29,0.125246628928073,0.12206934910898,0.10457900764598,0.113371216730171,0.040293749793309,4.03011514614703,4.49503573623549,3.80668590144871,4.1508608188421,1.38269440936879
"36","Y1718",29,0.217114231529408,0.073396249552431,0.0486451603562023,0.0591982450997029,0.0539514084537385,7.68802736602052,2.86172557962752,1.91736730915734,2.3276492327224,2.12064807013184
"37","Y1719",29,0.2499354336838,0.2499354336838,0.249913233499537,0.2499243335143,0.148519593206261,2.53468697123519,2.53468697123519,2.53449268281846,2.53458982702683,1.66554394640099
"38","Y1720",29,0.0746201418135727,0.0507859947071915,0.0417224738177725,0.0462722198877863,0.038591828961044,1.87859424920128,1.33209087681678,1.08054820001995,1.20631953841837,0.994953061478247
"39","Y1721",29,0.191102546669856,0.0571595748695103,0.0676334168751587,0.0623806920408217,0.0741167913032069,6.45622201064918,2.06491140446892,2.43283075902094,2.24887108174493,2.65527490930092
"40","Y1722",29,0.451454333339202,0.451454333339202,0.396210932216332,0.423472996774869,0.271714806653493,7.03533823741526,7.03533823741526,6.33910048398221,6.68721936069873,4.61843720167999
"41","Y1723",29,0.495284289398104,0.324864416828633,0.482827280190954,0.401108374174046,0.238212604813829,17.0642156862745,12.0181587870329,16.6855239733629,14.3518413801979,9.05549156712556
"42","Y1724",29,0.161797228664886,0.0993589773206018,0.15786120898779,0.128149412313038,0.0156369129871123,5.27251461988304,3.36240404648467,5.15580136207739,4.25910270428103,0.542840648498355
"43","Y1725",29,0.254089662249218,0.0466382691426984,0.0270549482471522,0.0367939592983543,0.0712195911622727,8.57967269595177,1.74246339362618,1.01630064761527,1.37938202062073,2.6213573476336
"44","Y1726",29,0.0526918756299061,0.149169161390905,0.204964656995854,0.17769551037524,0.0902960735625566,1.4414976599064,4.45989025951312,6.42645161978469,5.4431709396489,2.58142167033611
"45","Y1727",29,0.140384721144081,0.240007510795876,0.39822887438249,0.315269598817861,0.0425544103248411,3.95060548119822,6.41075591444745,9.7672952761279,8.08902559528767,1.35226030341751
"46","Y1728",29,0.296500428382186,0.0640850935749685,0.0732909872806504,0.0686766473031555,0.13665656064088,11.0823395797842,2.74243010732187,3.11056134262593,2.9264957249739,5.55342913639067
"47","Y1729",29,0.129373686970868,0.0599922116980653,0.0698587515502254,0.0649035191022325,0.0398758219774845,5.34919948074427,2.56887020986102,2.98386393521645,2.77636707253874,1.72625727730544
"48","Y1730",29,0.25553326134291,0.157796597445548,0.253079929376637,0.204241605902019,0.12496329308201,9.03514376996805,5.93769968051413,8.96121503667889,7.44945735859651,4.81520033299188
"49","Y1731",29,0.57730247795883,0.387574053081017,0.390259956243813,0.388916160862967,0.3654417395178,24.1385725132878,17.6529529146554,17.7528464971631,17.7028997059093,16.7773553357138
"50","Y1732",29,0.223162391876897,0.523327109128682,0.637367200789848,0.577894137841769,0.0576612426281604,6.17538298996302,12.411119404685,14.2273078279829,13.3192136163339,1.78007849317441
"51","Y1733",29,0.182095634412116,0.08893254173168,0.0709279273586235,0.0773922251702482,0.069918207771637,6.10125038121379,3.20722781335773,2.56813211380941,2.8106747790761,2.54285941496681
"52","Y1734",15,0.145023527499736,0.290749429842232,0.176938362573503,0.23049849838822,0.288939033379595,1.90593045239308,4.29084209844819,2.35111218750627,3.22767762889815,4.26073384369953
"53","Y1735",15,0.399385326282209,0.399385326282209,0.399366832034747,0.399376079105754,0.543276732128192,0.831284759545731,0.831284759545731,0.831251670991918,0.831268215268824,1.04834960360713
"54","Y1736",15,0.328487546028303,0.246511715125603,0.328495341474838,0.286651417009852,0.285851748843746,11.1602722562731,8.74377772510243,11.1604899271703,9.95213382613634,9.92853906847816
"55","Y1737",15,0.486638371562415,0.486638371562415,0.486632164634041,0.48663526809424,0.38813571512698,8.33781958890057,8.33781958890057,8.33774217616278,8.33778088253167,7.00718256051204
"56","Y1742",15,0.0871478686213505,0.465284101876041,0.0871478602258946,0.26421492879406,0.100555842447718,0.297880684708814,2.10689885117638,0.297880684708814,1.04191743125233,0.343037400594328
"57","Y1743",29,0.124237441324836,0.222528414908038,0.23425416341188,0.228428588925161,0.0653782702716092,3.84761904761905,8.44461762404948,9.00516584531475,8.72489173468211,2.24550476048469
"58","Y1744",29,0.285611800889327,0.0501581097110351,0.0501641136696868,0.0501611116957968,0.129851930024081,10.0518795949508,2.10126231100014,2.10152448099048,2.10139339599531,4.95706442299299
"59","Y1745",29,0.197691452398207,0.0651373783309776,0.0675690305272484,0.0663516765775946,0.0932421606199737,7.30625402965828,2.67201384844901,2.76760781199586,2.71981083022244,3.73398298808223
"60","Y1746",29,0.0540841319417619,0.0124606514985026,0.0280930178930442,0.0186311228669282,0.0107070298986852,1.67734745054333,0.40754693712962,0.912627274807812,0.606666331595646,0.339530980001494
