"","Series","sMAPE.Naive2","sMAPE.ARIMA","sMAPE.ETS","sMAPE.ETSARIMA","sMAPE.Legaki","MASE.Naive2","MASE.ARIMA","MASE.ETS","MASE.ETSARIMA","MASE.Legaki"
"1","Y10442",0.0328362780232257,0.0224650377329841,0.0128759967339971,0.0146889491259317,0.0150558267980809,2.18585480948781,1.50520495865246,0.861768649000811,0.99079104445471,1.0111151744152
"2","Y10443",0.0867318284849116,0.000841024752422555,0.000841021085126805,0.000841022918772122,0.0343612933299168,6.34923484699596,0.0652305551277366,0.0652298407082886,0.0652301979180115,2.5933487363857
"3","Y10444",0.252810826761292,0.19476032080366,0.195305427607161,0.195032833907977,0.207193700053773,13.4534528964756,10.6604757872903,10.687523396027,10.6739995916586,11.2731800654338
"4","Y10445",0.0362640592285685,0.0215966542792353,0.0362634283182192,0.0289639148450066,0.026580195175934,5.56354314614004,3.2916492365167,5.56344451963052,4.42754687807361,4.05886759113775
"5","Y10446",0.0595742586685626,0.00519617500779911,0.0195414522711887,0.0117362214079858,0.0237726924553696,3.59773868030052,0.312727107012689,1.22630740688906,0.726984211663961,1.46753206859308
"6","Y10447",0.104748101465582,0.0653867037720769,0.0377486433590202,0.0517084343048732,0.0358400325096372,1.13018597997139,0.685829096840079,0.387989708935727,0.536909402887903,0.368578852791075
"7","Y10448",0.0917325784498541,0.0321514503456694,0.0327562395950261,0.0324537905270511,0.0569037604676939,5.49034625516042,1.99034625515825,2.02712552834776,2.00873589175301,3.4742279211147
"8","Y10449",0.0971746838908414,0.0971746838908414,0.0971746893085013,0.0971746865996945,0.0747004202722502,1.51335223269818,1.51335223269818,1.51335223269818,1.51335223269818,1.16433902225487
"9","Y10450",0.0654151108686302,0.00300919473709136,0.010812761651878,0.00690295578385349,0.0323964368851525,4.02519404292433,0.190303745634681,0.682905659287355,0.436604702461017,2.03023249302325
"10","Y10451",0.25692599191732,0.294719573099176,0.256920535869837,0.275662921702598,0.275260673212841,3.15022282189725,3.55085350829269,3.15016401531293,3.35050876180281,3.34658127053345
"11","Y10452",0.250098561553133,0.250098561553133,0.250097323209051,0.250097942380921,0.203219768848801,4.18263878837683,4.18263878837683,4.18262061666713,4.18262970252198,3.4739070850375
