"","Series","insample_n","period","sMAPE.Naive2","sMAPE.Comb","sMAPE.ARIMA","sMAPE.ETS","sMAPE.ETSARIMA","MASE.Naive2","MASE.Comb","MASE.ARIMA","MASE.ETS","MASE.ETSARIMA"
"1","Q15596",55,4,0.121319877279035,0.127742662123976,0.123853024539059,0.12866450927354,0.126255205974035,1.35621256324283,1.42100238997349,1.38621407835883,1.43547271514494,1.41084339675188
"2","M30886",512,3,0.140230171023807,0.134000882363776,0.154758776414093,0.13927312499641,0.147204257344579,1.00619241235902,0.957341275393101,1.11693926496401,0.998173223008681,1.05755624398634
"3","M34758",69,3,0.211644105039109,0.213455908046542,0.219608405900274,0.195558965602972,0.205138492284355,0.657697282251623,0.651983635032285,0.666615620518913,0.591014137281403,0.619990526588257
"4","M30610",233,3,0.0181006998580844,0.0168890398227372,0.00842100299503174,0.0174112591425051,0.0114192192300827,0.764902474113933,0.714180650430197,0.35763694381081,0.736110380811283,0.484281537177524
"5","Y12676",29,6,0.0872710613295872,0.116507931047087,0.101443108889452,0.138888361941309,0.11434452748195,2.18437589260211,2.94537750795583,2.5456298200502,3.59891445068737,2.88989567150051
"6","M32146",83,3,0.0798674785200005,0.108617591948297,0.0761053214711163,0.0877343514138797,0.0806154327503925,0.321108825883007,0.434792763753771,0.304700045552712,0.352442594935616,0.323462462873223
"7","M27694",91,3,0.224439767864431,0.184840068680686,0.210274531610302,0.194690130763385,0.202524826352401,1.26631929131072,1.01348566842621,1.17443041320555,1.07499717837281,1.12471379578918
"8","Y12088",35,6,0.103664378376565,0.0722772390043253,0.0488314350425745,0.0517080332668847,0.0502682437956289,5.81083642346244,4.12388434988041,2.82209648874649,2.98464145743301,2.90336897308975
"9","Y12879",29,6,0.482377614245889,0.425512819786177,0.482377614245889,0.354422302900972,0.392167121544141,5.04322766570605,4.59316462269901,5.04322766570605,4.01270046823293,4.34469911733498
"10","M28916",222,3,0.217796523489323,0.210304892128536,0.211767746743568,0.207915522499771,0.209843842690786,1.9599474523033,1.88156516207305,1.896197725719,1.85621664854577,1.87620718713238
"11","M32305",68,3,0.450768212150578,0.486668262614095,0.562779589779195,0.66721955653744,0.614888461354385,1.49113732797481,1.67155067437292,2.0916193800488,2.78170156912209,2.42560348053175
"12","Q13860",39,4,0.0129087648355135,0.0153156032091701,0.0129087648355135,0.0131319049072406,0.0122790112828301,0.311361140729187,0.369678900823083,0.311361140729187,0.316644497481699,0.296202133734298
"13","M29251",306,3,0.0322242086180717,0.00693702087655845,0.0090197776180261,0.00627500300254182,0.00527003810692579,0.759967375133397,0.165372304598949,0.216387180561023,0.14966365545395,0.125432476428512
"14","Q15179",126,4,0.0684131661327908,0.0489784447363435,0.0314876756696623,0.0267820183676345,0.0279231726672396,2.27078197238744,1.62590325511657,1.11692620589393,0.924651818426934,0.983938357796692
"15","M36166",137,3,0.610392630015072,0.604611948774687,0.403123847238271,0.735976017212481,0.582698862309286,3.43415713069705,3.26719090646489,1.94033927842763,4.67996592825994,3.141819198026
"16","M30809",198,3,0.0165945927403327,0.0153890500603666,0.00796197497456637,0.0168853715099163,0.0121767883882491,0.536841744284023,0.498184751916984,0.259201972409475,0.546193260429738,0.395206057257016
"17","Y12362",29,6,0.0957288736266843,0.0997217680135734,0.0957288736266843,0.154320453663413,0.0794307967973686,1.06009615384615,1.10766154493355,1.06009615384615,1.52445441447751,0.847874637409606
"18","Q15685",723,4,0.0636146273475157,0.0781010939995648,0.078308695704634,0.059375978354833,0.0687809557311719,0.743323339593769,0.905991789010434,0.908358600520972,0.694966584368304,0.801662592444638
"19","Q16215",62,4,0.0200991118615994,0.00499452527874171,0.023208132629165,0.0201597313203802,0.02168518419144,0.652765197143376,0.163002215009629,0.772177751188819,0.669832012188108,0.721004881688464
